prn      pid            ids                                        names                                                                       c
1044548  CHEMBL1621597  CHEMBL1621597,CHEMBL2134724                IPRATROPIUM,IPRATROPIUM BROMIDE                                             2
469632   CHEMBL1623     CHEMBL1623,CHEMBL1200590,CHEMBL1324020     MECLIZINE,MECLIZINE HYDROCHLOR,MECLOZINE DIHYDROCHL                         3
1046689  CHEMBL1623738  CHEMBL1623738,CHEMBL1529802                THONZYLAMINE,THONZYLAMINE HYDROCH                                           2
1046943  CHEMBL1623992  CHEMBL1623992,CHEMBL1511957                PIPERIDOLATE,PIPERIDOLATE HYDROCH                                           3
1048558  CHEMBL1625607  CHEMBL1625607,CHEMBL1394472,CHEMBL1324326  MEBHYDROLIN,MEBHYDROLINE 1,5-NAP                                            3
1048701  CHEMBL1625750  CHEMBL1697734,CHEMBL4303314                CHLORAMINE-T,CHLORAMINE-T HYDRATE                                           2
1049174  CHEMBL1626223  CHEMBL1599768,CHEMBL2105309                PYRANTEL (PAMOATE),PYRANTEL TARTRATE                                        2
270645   CHEMBL163238   CHEMBL163238,CHEMBL4303511                 PILSICAINIDE,PILSICAINIDE HYDROCH                                           3
480746   CHEMBL1639     CHEMBL1639,CHEMBL3545059,CHEMBL1667        ALISKIREN,ALISKIREN HEMIFUMARA                                              3
1058607  CHEMBL1643895  CHEMBL1643895,CHEMBL3181841                RAMOSETRON,RAMOSETRON (HYDROCHL,RAMOSETRON HYDROCHLO                        3
1062512  CHEMBL1650619  CHEMBL1650619,CHEMBL3392049                PYRITHIONE,PYRITHIONE ZINC                                                  2
1062842  CHEMBL1650818  CHEMBL1650818,CHEMBL4303519                PIVMECILLINAM,PIVMECILLINAM (HYDRO,PIVMECILLINAM HYDROC                     3
1064616  CHEMBL1651913  CHEMBL1651913,CHEMBL2354521                OXYFEDRINE                                                                  2
490064   CHEMBL1652     CHEMBL1652,CHEMBL1200541                   AMBENONIUM                                                                  2
495109   CHEMBL1655     CHEMBL1655,CHEMBL1200675                   TOREMIFENE,TOREMIFENE CITRATE                                               3
1078379  CHEMBL1689772  CHEMBL3942449,CHEMBL1689772                OMADACYCLINE (HYDROC                                                        2
1078590  CHEMBL1697841  CHEMBL2355839,CHEMBL4303692                ISOMETHEPTENE-MUCATE,ISOMETHEPTENE MUCATE                                   3
282577   CHEMBL169901   CHEMBL169901,CHEMBL1593558                 DEBRISOQUIN,DEBRISOQUIN SULFATE                                             2
255947   CHEMBL170      CHEMBL170,CHEMBL588046                     QUININE,QUININE HYDROCHLORID                                                5
558295   CHEMBL1731     CHEMBL1731,CHEMBL1697708                   MEZLOCILLIN,MEZLOCILLIN SODIUM                                              2
558566   CHEMBL1732     CHEMBL1732,CHEMBL1200517                   DIHYDROERGOTAMINE                                                           2
561914   CHEMBL1734     CHEMBL1734,CHEMBL1200803                   SOLIFENACIN,SOLIFENACIN SUCCINAT                                            2
567195   CHEMBL1738     CHEMBL1738,CHEMBL1200778                   DEXRAZOXANE,DEXRAZOXANE HYDROCHL                                            3
305519   CHEMBL174      CHEMBL1200758,CHEMBL453388                 AMPICILLIN (SODIUM),AMPICILLIN TRIHYDRAT,AMPICILLIN SODIUM SA               3
567425   CHEMBL1740     CHEMBL1740,CHEMBL1255663                   DL-ADRENALINE,RACEPINEPHRINE HYDRO                                          2
1119116  CHEMBL1740065  CHEMBL1740065,CHEMBL1718204                AMYLEINE,AMYLEINE HYDROCHLORI                                               2
1119710  CHEMBL1740659  CHEMBL1740659,CHEMBL1705673                FURSULTIAMINE,FURSULTIAMINE HYDROC                                          3
1119930  CHEMBL1740879  CHEMBL1740879,CHEMBL1731448                SCOPOLAMINE-N-OXIDE,SCOPOLAMIN-N-OXIDE H                                    2
1120185  CHEMBL1741134  CHEMBL1741134,CHEMBL1697768                PICOSULFATE,SODIUM PICOSULFATE                                              2
1121337  CHEMBL1742466  CHEMBL1742466,CHEMBL2362410                LANDIOLOL,LANDIOLOL HCL                                                     2
581843   CHEMBL1753     CHEMBL1200588,CHEMBL1753                   CLINDAMYCIN HYDROCHL,CLINDAMYCIN PHOSPHAT                                   2
581850   CHEMBL1755     CHEMBL1755,CHEMBL1201108                   CONIVAPTAN,CONIVAPTAN HCL (VAPR                                             2
581859   CHEMBL1757     CHEMBL1757,CHEMBL3188549                   FOSFOMYCIN,FOSFOMYCIN CALCIUM                                               2
325238   CHEMBL176      CHEMBL1237048,CHEMBL176                    BEKANAMYCIN SULFATE,KANAMYCIN B                                             2
583520   CHEMBL1762     CHEMBL1762,CHEMBL1200773                   TOCAINIDE,TOCAINIDE HYDROCHLOR                                              3
583530   CHEMBL1764     CHEMBL1764,CHEMBL1725730                   LEVOMEPROMAZINE,METHOTRIMEPRAZINE MA                                        3
598402   CHEMBL1771     CHEMBL1771,CHEMBL1083385                   CLOPIDOGREL,CLOPIDOGREL SULFATE                                             3
336913   CHEMBL178      CHEMBL178,CHEMBL1563                       DAUNORUBICIN,DAUNORUBICIN HYDROCH                                           3
1152066  CHEMBL1788402  CHEMBL1788402,CHEMBL2104146                CHINIOFON                                                                   2
308422   CHEMBL184412   CHEMBL184412,CHEMBL1201729                 DRONEDARONE,DRONEDARONE HCL (MUL,DRONEDARONE HYDROCHL                       3
312304   CHEMBL184618   CHEMBL3188205,CHEMBL1275977                NEOMYCIN TRISULFATE,NEOMYCIN SULFATE                                        2
306486   CHEMBL185073   CHEMBL185073,CHEMBL1200757                 PANCURONIUM,PANCURONIUM DIBROMID,PANCURONIUM BROMIDE                        3
372385   CHEMBL186      CHEMBL186,CHEMBL1200962,CHEMBL1201736      CEFEPIME,CEFEPIME HYDROCHLORI                                               3
1215321  CHEMBL1874750  CHEMBL1874750,CHEMBL4303265                CINEPAZIDE,CINEPAZIDE MALEATE                                               3
315827   CHEMBL188185   CHEMBL188185,CHEMBL3182014                 BUNAZOSIN,BUNAZOSIN HYDROCHLOR                                              3
1226008  CHEMBL1885437  CHEMBL2359721,CHEMBL1885437                EPRAZINONE 2HCL                                                             2
1228747  CHEMBL1888176  CHEMBL1888176,CHEMBL3084748                TROSPIUM,TROSPIUM CHLORIDE (S                                               2
316539   CHEMBL188921   CHEMBL188921,CHEMBL1715107                 BUFLOMEDIL,BUFLOMEDIL HYDROCHLO                                             3
319858   CHEMBL189963   CHEMBL189963,CHEMBL3962672                 PALBOCICLIB,PD 0332991 (PALBOCIC                                            2
381693   CHEMBL190      CHEMBL190,CHEMBL1355736,CHEMBL1370561      THEOPHYLLINE,THEOPHYLLINE MONOHYD,AMINOPHYLLINE                             4
321213   CHEMBL190044   CHEMBL1325297,CHEMBL190044                 TRIMEBUTINE MALEATE,TRIMEBUTINE                                             2
1241099  CHEMBL1900528  CHEMBL1900528,CHEMBL3545181                TIOTROPIUM,TIOTROPIUM BROMIDE H                                             2
21459    CHEMBL19019    CHEMBL1201149,CHEMBL4303313                NALTREXONE HYDROCHLO                                                        2
1243552  CHEMBL1902981  CHEMBL1902981,CHEMBL2360601                EPERISONE,EPERISONE HCL                                                     3
1248760  CHEMBL1908841  CHEMBL1908841,CHEMBL1908361                LEVOLEUCOVORIN,CALCIUM LEVOFOLINATE                                         2
408842   CHEMBL191      CHEMBL191,CHEMBL995                        LOSARTAN                                                                    3
316765   CHEMBL191083   CHEMBL550495,CHEMBL405110                  METHYLENE BLUE                                                              2
410802   CHEMBL192      CHEMBL192,CHEMBL1737                       SILDENAFIL,SILDENAFIL CITRATE                                               3
21716    CHEMBL19224    CHEMBL19224,CHEMBL98123                    PAPAVERINE,PAPAVERINE HYDROCHLO                                             3
21698    CHEMBL19236    CHEMBL19236,CHEMBL1256287                  MOXONIDINE                                                                  3
23001    CHEMBL19490    CHEMBL19490,CHEMBL266459                   ZOMEPIRAC SODIUM,ZOMEPIRAC SODIUM SAL                                       2
1307997  CHEMBL1986706  CHEMBL1986706,CHEMBL2107179,CHEMBL4303393  LOBENZARIT,LOBENZARIT DISODIUM                                              3
97       CHEMBL2        CHEMBL2,CHEMBL1558                         PRAZOSIN,PRAZOSIN HYDROCHLORI                                               3
1340892  CHEMBL2028661  CHEMBL2028661,CHEMBL2103795                AZILSARTAN MEDOXOMIL                                                        3
341383   CHEMBL203266   CHEMBL1476337,CHEMBL3561076                TRIMETAZIDINE DIHYDR                                                        3
1360388  CHEMBL2070241  CHEMBL4297533,CHEMBL2070241                BREMELANOTIDE (ACETA                                                        2
1363360  CHEMBL2079130  CHEMBL2064032,CHEMBL2079130                TAK-438,VONOPRAZAN FUMARATE ,VONOPRAZAN                                     3
1376031  CHEMBL2103761  CHEMBL2103761,CHEMBL2356712                BARNIDIPINE,BARNIDIPINE HCL,BARNIDIPINE HYDROCHL                            3
1376107  CHEMBL2103837  CHEMBL2105675,CHEMBL2103837                TAFAMIDIS-MEGLUMINE,TAFAMIDIS                                               2
1376855  CHEMBL2104585  CHEMBL2104585,CHEMBL4303208                ECABET,ECABET SODIUM                                                        3
1377263  CHEMBL2104993  CHEMBL2104993,CHEMBL2107387                VORTIOXETINE,VORTIOXETINE HYDROBR                                           2
1377292  CHEMBL2105022  CHEMBL2448146,CHEMBL2105022                INDELOXAZINE HYDROCH,INDELOXAZINE                                           2
1378595  CHEMBL2106325  CHEMBL2106325,CHEMBL3188434                DIMEMORFAN                                                                  2
1379727  CHEMBL2107457  CHEMBL2139257,CHEMBL2107457                ITOPRIDE HYDROCHLORI,ITOPRIDE  HYDROCHLOR,ITOPRIDE                          3
1383028  CHEMBL2110588  CHEMBL4297066,CHEMBL2110588                ELIGLUSTAT TARTRATE,ELIGLUSTAT                                              2
1383067  CHEMBL2110627  CHEMBL2110627,CHEMBL2104499                TEMOCAPRIL,TEMOCAPRIL HCL                                                   3
1383143  CHEMBL2110703  CHEMBL2110703,CHEMBL2105342                TILETAMINE,TILETAMINE HYDROCHLO                                             2
1383171  CHEMBL2110731  CHEMBL2105711,CHEMBL2110731                TOFOGLIFLOZIN(CSG 45,TOFOGLIFLOZIN (HYDRA                                   2
1383172  CHEMBL2110732  CHEMBL2105719,CHEMBL2110732                DACOMITINIB,DACOMITINIB (PF29980                                            2
1383269  CHEMBL2110829  CHEMBL2110829,CHEMBL2106210                DETOMIDINE,DETOMIDINE HCL                                                   2
1383340  CHEMBL2110900  CHEMBL2110900,CHEMBL2106574                DAPOXETINE,DAPOXETINE HYDROCHLO                                             2
1383516  CHEMBL2111076  CHEMBL2111076,CHEMBL2107282                HEPTAMINOL,HEPTAMINOL HYDROCHLO                                             3
1383552  CHEMBL2111112  CHEMBL2111112,CHEMBL2107383                VERNAKALANT,VERNAKALANT (HYDROCH                                            2
1383616  CHEMBL2111176  CHEMBL2111176,CHEMBL2107687                VALETHAMATE,VALETHAMATE BROMIDE                                             3
360671   CHEMBL215303   CHEMBL215303,CHEMBL3183451                 GARENOXACIN,GARENOXACIN (MESYLAT                                            2
366274   CHEMBL218490   CHEMBL218490,CHEMBL1201162                 DORZOLAMIDE,DORZOLAMIDE HYDROCHL                                            2
27544    CHEMBL22150    CHEMBL22150,CHEMBL1889091                  CHLORCYCLIZINE,CHLORCYCLIZINE HYDRO                                         2
371527   CHEMBL221886   CHEMBL3989471,CHEMBL2146085                SISOMICIN (SULFATE),SISOMICIN SULFATE                                       2
1449222  CHEMBL2219418  CHEMBL2219418,CHEMBL2219416                NALOXEGOL,NALOXEGOL (OXALATE)                                               2
27616    CHEMBL22242    CHEMBL3989556,CHEMBL1899328                REMOXIPRIDE,REMOXIPRIDE HYDROCHL                                            2
374008   CHEMBL225072   CHEMBL225072,CHEMBL2360464                 PEMETREXED,PEMETREXED DISODIUM                                              3
399292   CHEMBL235668   CHEMBL235668,CHEMBL65375                   TIPIRACIL,TIPIRACIL (HYDROCHLO                                              2
1583125  CHEMBL2431072  CHEMBL4303585,CHEMBL2431072                CEFCAPENE PIVOXIL HY                                                        2
32459    CHEMBL24441    CHEMBL24441,CHEMBL4303472                  BETAHISTINE,BETAHISTINE MESYLATE                                            2
34808    CHEMBL25146    CHEMBL25146,CHEMBL435759                   AMFENAC,AMFENAC SODIUM (MONO                                                2
33870    CHEMBL25236    CHEMBL540612,CHEMBL4303149                 BP-897,DO 897/99                                                            2
418413   CHEMBL253371   CHEMBL253371,CHEMBL1408594                 ALVERINE,ALVERINE CITRATE,ALVERINE CITRATE SAL                              3
418422   CHEMBL253592   CHEMBL253592,CHEMBL4303602                 CAMYLOFINE DIHYDROCH,CAMYLOFINE CHLORHYDR                                   2
418483   CHEMBL254832   CHEMBL254832,CHEMBL1405922                 FENDILINE,FENDILINE HYDROCHLOR                                              2
418485   CHEMBL255044   CHEMBL1256752,CHEMBL255044                 FLUPIRTINE (MALEATE),FLUPIRTINE                                             2
427379   CHEMBL259209   CHEMBL259209,CHEMBL4297064                 MILNACIPRAN,MILNACIPRAN HYDROCHL                                            2
429662   CHEMBL260374   CHEMBL260374,CHEMBL1256702                 THIOPERAMIDE,THIOPERAMIDE MALEATE                                           2
822      CHEMBL266195   CHEMBL266195,CHEMBL1256179                 ALPRENOLOL,ALPRENOLOL HYDROCHLO                                             3
438664   CHEMBL267495   CHEMBL267495,CHEMBL490665                  NALFURAFINE,NALFURAFINE (HYDROCH                                            2
11474    CHEMBL267648   CHEMBL1428564,CHEMBL267648                 PEFLOXACIN MESYLATE,PEFLOXACINE                                             2
4634     CHEMBL267930   CHEMBL267930,CHEMBL1256875                 SPIPERONE                                                                   3
880      CHEMBL267936   CHEMBL267936,CHEMBL1237082                 MECAMYLAMINE,MECAMYLAMINE HYDROCH                                           2
1370     CHEMBL27       CHEMBL27,CHEMBL1671                        PROPRANOLOL,PROPRANOLOL HYDROCHL                                            2
15423    CHEMBL273348   CHEMBL273348,CHEMBL104270,CHEMBL542832     TOSUFLOXACIN,TOSUFLOXACIN HYDROCH                                           3
15044    CHEMBL274047   CHEMBL1628275,CHEMBL274047                 TANDOSPIRONE HYDROCH,TANDOSPIRONE                                           3
14531    CHEMBL274239   CHEMBL274239,CHEMBL538059                  TIARAMIDE,TIARAMIDE HYDROCHLOR                                              2
10099    CHEMBL275742   CHEMBL275742,CHEMBL1358662                 DEXPROPRANOLOL,PROPRANOLOL-(R),(R) PROPRANOLOL HYDR                         3
8788     CHEMBL276832   CHEMBL276832,CHEMBL542541                  HYDRALAZINE,HYDRALAZINE HYDROCHL                                            2
19211    CHEMBL277775   CHEMBL277775,CHEMBL554891                  TETRAMISOLE,TETRAMISOLE HYDROCHL                                            2
14126    CHEMBL278020   CHEMBL278020,CHEMBL54126                   NEOSTIGMINE,NEOSTIGMINE BROMIDE                                             3
36502    CHEMBL27810    CHEMBL27810,CHEMBL1742424                  CELIPROLOL,CELIPROLOL HYDROCHLO                                             3
33583    CHEMBL278819   CHEMBL278819,CHEMBL1364551                 MINAPRINE,MINAPRINE HYDROCHLOR,MINAPRINE DIHYDROCHL                         3
23448    CHEMBL279085   CHEMBL279085,CHEMBL1504869                 B-HT 920,TALIPEXOLE DIHYDROCH                                               2
33469    CHEMBL279229   CHEMBL279229,CHEMBL1256716                 URAPIDIL,URAPIDIL HYDROCHLORI                                               3
38293    CHEMBL282121   CHEMBL282121,CHEMBL1446650                 MEBEVERINE,MEBEVERINE HYDROCHLO                                             2
60422    CHEMBL289480   CHEMBL289480,CHEMBL1256674                 RILMENIDINE                                                                 2
1615     CHEMBL29       CHEMBL29,CHEMBL1223,CHEMBL1126             PENICILLIN G,PENICILLIN G POTASSI,BENZYLPENICILLIN SOD                      3
39516    CHEMBL29188    CHEMBL29188,CHEMBL1404407                  LOMERIZINE,LOMERIZINE HYDROCHLO                                             3
70795    CHEMBL295619   CHEMBL295619,CHEMBL1385206                 RUFLOXACIN,RUFLOXACIN HYDROCHLO                                             3
72505    CHEMBL298470   CHEMBL2364635,CHEMBL298470                 TAFENOQUINE SUCCINAT,TAFENOQUINE                                            2
91123    CHEMBL300117   CHEMBL300117,CHEMBL4303291                 LEVOPROPOXYPHENE,LEVOPROPOXYPHENE NAP                                       2
88815    CHEMBL301265   CHEMBL301265,CHEMBL3182733,CHEMBL3143955   PRAMIPEXOLE,PRAMIPEXOLE DIHYDROC                                            3
104813   CHEMBL303697   CHEMBL1939729,CHEMBL303697                 LIGUSTRAZINE HYDROCH,TETRAMETHYLPYRAZINE                                    2
105568   CHEMBL303933   CHEMBL539666,CHEMBL1652442                 PIPERAQUINE-PHOSPHAT,1,3-BIS[4-(7-CHLORO-                                   2
114108   CHEMBL305906   CHEMBL305906,CHEMBL2003538                 CETYLPYRIDINIUM,CETYLPYRIDINIUM CHLO                                        2
114406   CHEMBL306700   CHEMBL306700,CHEMBL2106483                 VILOXAZINE,VILOXAZINE HYDROCHLO                                             2
130007   CHEMBL310555   CHEMBL310555,CHEMBL451260                  8-HYDROXYQUINOLINE,OXYQUINOLINE HEMISUL                                     2
116660   CHEMBL311909   CHEMBL311909,CHEMBL296966                  CHICAGO-SKY-BLUE-6B,CHICAGO SKY BLUE 6B                                     2
138698   CHEMBL314010   CHEMBL314010,CHEMBL2106060                 BEVANTOLOL,BEVANTOLOL HCL                                                   2
139237   CHEMBL314437   CHEMBL314437,CHEMBL1477274                 MEPTAZINOL,MEPTAZINOL HYDROCHLO                                             2
144940   CHEMBL314854   CHEMBL314854,CHEMBL544665                  FINGOLIMOD,FINGOLIMOD (FTY720)                                              2
153476   CHEMBL316561   CHEMBL1345380,CHEMBL316561                 PROGLUMIDE SODIUM,PROGLUMIDE                                                2
164680   CHEMBL317094   CHEMBL317094,CHEMBL3183293                 IMIDAPRIL,IMIDAPRIL HYDROCHLOR                                              2
1675825  CHEMBL3186534  CHEMBL3186534,CHEMBL3545414                APATINIB,APATINIB MESYLATE                                                  2
1788     CHEMBL32       CHEMBL32,CHEMBL1200735                     MOXIFLOXACIN,MOXIFLOXACIN HYDROCH                                           3
47002    CHEMBL32350    CHEMBL32350,CHEMBL1713992                  PIRLINDOLE,PIRLINDOLE MESYLATE                                              3
182814   CHEMBL325109   CHEMBL325109,CHEMBL1599248                 CLEBOPRIDE,CLEBOPRIDE MALEATE                                               3
49226    CHEMBL32800    CHEMBL32800,CHEMBL537445                   FENOTEROL,FENOTEROL HYDROBROMI                                              3
1763572  CHEMBL3301610  CHEMBL3301610,CHEMBL4290012                LY2835219,ABEMACICLIB (LY28352,ABEMACICLIB                                  3
192290   CHEMBL333826   CHEMBL333826,CHEMBL121663                  DEQUALINIUM,DEQUALINIUM CHLORIDE,DEQUALINIUM DICHLORI                       3
195734   CHEMBL333950   CHEMBL333950,CHEMBL4303452                 MAXACALCITOL                                                                2
1799684  CHEMBL3351077  CHEMBL3351077,CHEMBL1590946,CHEMBL4303721  CEFSULODIN (SODIUM),CEFSULODIN SODIUM SA                                    3
51003    CHEMBL35228    CHEMBL35228,CHEMBL2095224                  4-[(7-CHLORO-2-METHO,PYRONARIDINE TETRAPH                                   2
255935   CHEMBL356918   CHEMBL356918,CHEMBL1314877                 ENILCONAZOLE,ENILCONAZOLE SULFATE                                           3
306429   CHEMBL360055   CHEMBL360055,CHEMBL1200993                 GALLAMINE,GALLAMINE TRIETHIODI                                              3
48697    CHEMBL36506    CHEMBL36506,CHEMBL3183453                  NOVOBIOCIN,NOVOBIOCIN SODIUM,NOVOBIOCIN SODIUM SA                           3
377721   CHEMBL376359   CHEMBL376359,CHEMBL227529                  ALOGLIPTIN,ALOGLIPTIN BENZOATE                                              2
373981   CHEMBL376488   CHEMBL2105700,CHEMBL376488                 BEDAQUILINE FUMARATE,BEDAQUILINE                                            2
58326    CHEMBL37858    CHEMBL37858,CHEMBL542157                   SARAFLOXACIN,SARAFLOXACIN HYDROCH                                           3
353820   CHEMBL379630   CHEMBL379630,CHEMBL4303563                 D-PHENYLALANINE                                                             2
50822    CHEMBL38380    CHEMBL38380,CHEMBL541388                   FASUDIL,FASUDIL HYDROCHLORID                                                3
360723   CHEMBL385517   CHEMBL2103745,CHEMBL385517                 SAXAGLIPTIN HYDRATE,SAXAGLIPTIN (BMS-477                                    2
2099025  CHEMBL3889654  CHEMBL3889654,CHEMBL3989939                LOXO-101,LAROTRECTINIB SULFAT                                               2
57294    CHEMBL39560    CHEMBL39560,CHEMBL1883146                  ACEPROMAZINE,ACEPROMAZINE MALEATE,ACETOPROMAZINE MALEA                      3
397731   CHEMBL396416   CHEMBL4303635,CHEMBL396416                 SCMC-LYS,CARBOCYSTEINE                                                      2
388574   CHEMBL396778   CHEMBL396778,CHEMBL48582                   SAFINAMIDE,SAFINAMIDE MESYLATE                                              3
418415   CHEMBL400599   CHEMBL1412305,CHEMBL400599                 BENFLUOREX HYDROCHLO,BENFLUOREX                                             2
418450   CHEMBL404215   CHEMBL404215,CHEMBL1528011                 PRIDINOL,PRIDINOL METHANESULF                                               3
2223     CHEMBL41       CHEMBL41,CHEMBL1201082                     FLUOXETINE,FLUOXETINE HYDROCHLO                                             3
996      CHEMBL415      CHEMBL415,CHEMBL1200710                    CLOMIPRAMINE,CLOMIPRAMINE HYDROCH                                           3
418427   CHEMBL415087   CHEMBL415087,CHEMBL1492516                 CLOPERASTINE,CLOPERASTINE HYDROCH                                           2
51162    CHEMBL416956   CHEMBL416956,CHEMBL535650                  MEFLOQUINE,MEFLOQUINE HYDROCHLO                                             3
1114     CHEMBL417      CHEMBL417,CHEMBL1200981                    EPIRUBICIN,EPIRUBICIN HYDROCHLO                                             2
1148     CHEMBL419      CHEMBL419,CHEMBL1593568                    MAFENIDE,MAFENIDE HYDROCHLORI                                               3
1354     CHEMBL423      CHEMBL423,CHEMBL1691                       BETAXOLOL,BETAXOLOL HYDROCHLOR                                              2
1369     CHEMBL425      CHEMBL425,CHEMBL1201013                    OLSALAZINE,OLSALAZINE SODIUM                                                2
1616     CHEMBL428      CHEMBL428,CHEMBL1200779                    TROVAFLOXACIN,TROVAFLOXACIN MESYLA                                          2
7725     CHEMBL428880   CHEMBL428880,CHEMBL74                      CROMOLYN,CROMOLYN SODIUM,CROMOLYN DISODIUM SA                               3
1853     CHEMBL430      CHEMBL430,CHEMBL1200621                    GEMIFLOXACIN,GEMIFLOXACIN MESYLAT                                           2
2341172  CHEMBL4303301  CHEMBL4303301,CHEMBL4303646                TICARCILLIN (DISODIU,TICARCILLIN SODIUM                                     2
2341499  CHEMBL4303628  CHEMBL4303628,CHEMBL4303383                PINAVERIUM,PINAVERIUM BROMIDE                                               2
2131     CHEMBL439      CHEMBL1382627,CHEMBL439                    SILVER-SULFADIAZINE,SULFADIAZINE                                            4
312971   CHEMBL439849   CHEMBL439849,CHEMBL1615374                 VILAZODONE,VILAZODONE HYDROCHLO                                             2
14906    CHEMBL442329   CHEMBL4303610,CHEMBL442329                 MONOSODIUM-ALPHA-LUM,LUMINOL                                                2
418436   CHEMBL442444   CHEMBL442444,CHEMBL1368313                 DROFENINE,DROFENINE HYDROCHLOR                                              3
61682    CHEMBL44354    CHEMBL44354,CHEMBL3186392                  CEFTAZIDIME,CEFTAZIDIME PENTAHYD                                            2
2262     CHEMBL445      CHEMBL445,CHEMBL1201156                    NORTRIPTYLINE,NORTRIPTYLINE HYDROC                                          3
2265     CHEMBL446      CHEMBL446,CHEMBL1563050                    SULFAMETHAZINE,SULFAMETHAZINE SODIU                                         2
509670   CHEMBL451635   CHEMBL451635,CHEMBL291233                  OBIDOXIME                                                                   2
454176   CHEMBL452861   CHEMBL452861,CHEMBL545328                  PROPRANOLOL-(S),DEXPROPRANOLOL HYDRO,(S)-(-)-PROPRANOLOL                    3
2525     CHEMBL455      CHEMBL455,CHEMBL1723241                    SULFACETAMIDE,SULFACETAMIDE SODIC                                           3
72035    CHEMBL45816    CHEMBL1534525,CHEMBL45816                  MIBEFRADIL                                                                  2
3183     CHEMBL46       CHEMBL46,CHEMBL3186492,CHEMBL1201111       ONDANSETRON,ONDANSETRON HYDROCHL                                            3
471177   CHEMBL460574   CHEMBL460574,CHEMBL1256680                 ISOPROTERENOL HYDROC,(+) ISOPROTERENOL-(+                                   2
457398   CHEMBL461101   CHEMBL461101,CHEMBL3989691                 ELTROMBOPAG,ELTROMBOPAG OLAMINE                                             2
453508   CHEMBL461522   CHEMBL461522,CHEMBL3989803,CHEMBL487894    METAMIZOLE,DIPYRONE,DIPYRONE SODIUM SALT                                    3
454365   CHEMBL462605   CHEMBL462605,CHEMBL4164059                 PITOLISANT,BF2.649                                                          2
458338   CHEMBL465026   CHEMBL465026,CHEMBL1407915                 NEFOPAM,NEFOPAM HYDROCHLORID                                                2
65648    CHEMBL46740    CHEMBL46740,CHEMBL2106615                  BAZEDOXIFENE,BAZEDOXIFENE HCL                                               2
5080     CHEMBL469      CHEMBL469,CHEMBL1201124                    KETOROLAC,KETOROLAC TROMETHAMI                                              3
5528     CHEMBL471      CHEMBL471,CHEMBL1700                       SOTALOL,SOTALOL HYDROCHLORID                                                2
448872   CHEMBL471737   CHEMBL471737,CHEMBL2145077                 IVABRADINE,IVABRADINE HYDROCHLO                                             2
70039    CHEMBL47298    CHEMBL539581,CHEMBL47298                   TILORONE DIHYDROCHLO,TILORONE                                               2
499440   CHEMBL489411   CHEMBL489411,CHEMBL4303363                 AMOROLFINE,AMOROLFINE HYDROCHLO                                             3
3599     CHEMBL49       CHEMBL49,CHEMBL1200399                     BUSPIRONE,BUSPIRONE HYDROCHLOR                                              3
6643     CHEMBL490      CHEMBL490,CHEMBL1708                       PAROXETINE,PAROXETINE HYDROCHLO                                             3
74690    CHEMBL49080    CHEMBL49080,CHEMBL1330729                  CLENBUTEROL,CLENBUTEROL HYDROCHL                                            3
460466   CHEMBL491571   CHEMBL491571,CHEMBL4303454                 DORIPENEM (MONOHYDRA,DORIPENEM MONOHYDRAT                                   2
8531     CHEMBL499      CHEMBL499,CHEMBL1200870                    TIMOLOL,TIMOLOL MALEATE SALT                                                2
496826   CHEMBL499783   CHEMBL499783,CHEMBL4303375                 COLISTIN (SULFATE),COLISTIN SULFATE                                         2
147      CHEMBL5        CHEMBL5,CHEMBL1255939                      NALIDIXIC ACID,NALIDIXIC ACID SODIU                                         3
9372     CHEMBL502      CHEMBL502,CHEMBL1678                       DONEPEZIL,DONEPEZIL HYDROCHLOR                                              2
10358    CHEMBL505      CHEMBL180454,CHEMBL1659                    CHLORPHENIRAMINE MAL                                                        2
10389    CHEMBL506      CHEMBL506,CHEMBL43128                      PRIMAQUINE,PRIMAQUINE PHOSPHATE,PRIMAQUINE DIPHOSPHA                        3
508755   CHEMBL507674   CHEMBL507674,CHEMBL1697715                 CEFOPERAZONE,CEFOPERAZONE DIHYDRA                                           3
10531    CHEMBL509      CHEMBL509,CHEMBL1562610                    MECLOFENAMIC-ACID,MECLOFENAMATE SODIUM,MECLOFENAMIC ACID SO                 3
518803   CHEMBL509336   CHEMBL509336,CHEMBL2105358                 RACTOPAMINE,RACTOPAMINE HYDROCHL                                            2
3683     CHEMBL51       CHEMBL51,CHEMBL4303471                     KETANSERIN,KETANSERIN TARTRATE                                              3
10661    CHEMBL511      CHEMBL511,CHEMBL1201006                    PYRILAMINE,PYRILAMINE MALEATE                                               3
78582    CHEMBL51149    CHEMBL51149,CHEMBL1256940                  GALLOPAMIL,(+/-)-METHOXYVERAPAM                                             2
515105   CHEMBL514446   CHEMBL2106184,CHEMBL514446                 DEHYDROCHOLATE SODIU,DEHYDROCHOLIC ACID                                     2
11143    CHEMBL517      CHEMBL517,CHEMBL1201020                    DISOPYRAMIDE,DISOPYRAMIDE PHOSPHA                                           3
445395   CHEMBL517712   CHEMBL517712,CHEMBL2146146                 ATROPINE,ATROPINE SULFATE                                                   2
11674    CHEMBL521      CHEMBL521,CHEMBL1201141                    IBUPROFEN,IBUPROFEN LYSINE (NE                                              2
453827   CHEMBL521589   CHEMBL521589,CHEMBL1603534                 BAMBUTEROL,BAMBUTEROL HYDROCHLO                                             3
